Key Type,Key,1.21.8 en_us,1.21.8 zh_cn
block,copper_block,Block of Copper,铜块
block,copper_bulb,Copper Bulb,铜灯
block,copper_door,Copper Door,铜门
block,copper_grate,Copper Grate,铜格栅
block,copper_ore,Copper Ore,铜矿石
block,copper_trapdoor,Copper Trapdoor,铜活板门
block,cornflower,Cornflower,矢车菊
block,cracked_deepslate_bricks,Cracked Deepslate Bricks,裂纹深板岩砖
block,cracked_deepslate_tiles,Cracked Deepslate Tiles,裂纹深板岩瓦
block,cracked_nether_bricks,Cracked Nether Bricks,裂纹下界砖块
block,cracked_polished_blackstone_bricks,Cracked Polished Blackstone Bricks,裂纹磨制黑石砖
block,cracked_stone_bricks,Cracked Stone Bricks,裂纹石砖
block,crafter,Crafter,合成器
block,crafting_table,Crafting Table,工作台
block,creaking_heart,Creaking Heart,嘎枝之心
block,creeper_head,Creeper Head,苦力怕的头
block,creeper_wall_head,Creeper Wall Head,墙上的苦力怕的头
block,crimson_button,Crimson Button,绯红木按钮
block,crimson_door,Crimson Door,绯红木门
block,crimson_fence,Crimson Fence,绯红木栅栏
block,crimson_fence_gate,Crimson Fence Gate,绯红木栅栏门
block,crimson_fungus,Crimson Fungus,绯红菌
block,crimson_hanging_sign,Crimson Hanging Sign,悬挂式绯红木告示牌
block,crimson_hyphae,Crimson Hyphae,绯红菌核
block,crimson_nylium,Crimson Nylium,绯红菌岩
block,crimson_planks,Crimson Planks,绯红木板
block,crimson_pressure_plate,Crimson Pressure Plate,绯红木压力板
block,crimson_roots,Crimson Roots,绯红菌索
block,crimson_sign,Crimson Sign,绯红木告示牌
block,crimson_slab,Crimson Slab,绯红木台阶
block,crimson_stairs,Crimson Stairs,绯红木楼梯
block,crimson_stem,Crimson Stem,绯红菌柄
block,crimson_trapdoor,Crimson Trapdoor,绯红木活板门
block,crimson_wall_hanging_sign,Crimson Wall Hanging Sign,墙上的悬挂式绯红木告示牌
block,crimson_wall_sign,Crimson Wall Sign,墙上的绯红木告示牌
block,crying_obsidian,Crying Obsidian,哭泣的黑曜石
block,cut_copper,Cut Copper,切制铜块
block,cut_copper_slab,Cut Copper Slab,切制铜台阶
block,cut_copper_stairs,Cut Copper Stairs,切制铜楼梯
block,cut_red_sandstone,Cut Red Sandstone,切制红砂岩
block,cut_red_sandstone_slab,Cut Red Sandstone Slab,切制红砂岩台阶
block,cut_sandstone,Cut Sandstone,切制砂岩
block,cut_sandstone_slab,Cut Sandstone Slab,切制砂岩台阶
block,cyan_banner,Cyan Banner,青色旗帜
block,cyan_bed,Cyan Bed,青色床
block,cyan_candle,Cyan Candle,青色蜡烛
block,cyan_candle_cake,Cake with Cyan Candle,插上青色蜡烛的蛋糕
block,cyan_carpet,Cyan Carpet,青色地毯
block,cyan_concrete,Cyan Concrete,青色混凝土
block,cyan_concrete_powder,Cyan Concrete Powder,青色混凝土粉末
block,cyan_glazed_terracotta,Cyan Glazed Terracotta,青色带釉陶瓦
block,cyan_shulker_box,Cyan Shulker Box,青色潜影盒
block,cyan_stained_glass,Cyan Stained Glass,青色染色玻璃
block,cyan_stained_glass_pane,Cyan Stained Glass Pane,青色染色玻璃板
block,cyan_terracotta,Cyan Terracotta,青色陶瓦
block,cyan_wool,Cyan Wool,青色羊毛
block,damaged_anvil,Damaged Anvil,损坏的铁砧
block,dandelion,Dandelion,蒲公英
block,dark_oak_button,Dark Oak Button,深色橡木按钮
block,dark_oak_door,Dark Oak Door,深色橡木门
block,dark_oak_fence,Dark Oak Fence,深色橡木栅栏
block,dark_oak_fence_gate,Dark Oak Fence Gate,深色橡木栅栏门
block,dark_oak_hanging_sign,Dark Oak Hanging Sign,悬挂式深色橡木告示牌
block,dark_oak_leaves,Dark Oak Leaves,深色橡树树叶
block,dark_oak_log,Dark Oak Log,深色橡木原木
block,dark_oak_planks,Dark Oak Planks,深色橡木木板
block,dark_oak_pressure_plate,Dark Oak Pressure Plate,深色橡木压力板
block,dark_oak_sapling,Dark Oak Sapling,深色橡树树苗
block,dark_oak_sign,Dark Oak Sign,深色橡木告示牌
block,dark_oak_slab,Dark Oak Slab,深色橡木台阶
block,dark_oak_stairs,Dark Oak Stairs,深色橡木楼梯
block,dark_oak_trapdoor,Dark Oak Trapdoor,深色橡木活板门
block,dark_oak_wall_hanging_sign,Dark Oak Wall Hanging Sign,墙上的悬挂式深色橡木告示牌
block,dark_oak_wall_sign,Dark Oak Wall Sign,墙上的深色橡木告示牌
block,dark_oak_wood,Dark Oak Wood,深色橡木
block,dark_prismarine,Dark Prismarine,暗海晶石
block,dark_prismarine_slab,Dark Prismarine Slab,暗海晶石台阶
block,dark_prismarine_stairs,Dark Prismarine Stairs,暗海晶石楼梯
block,daylight_detector,Daylight Detector,阳光探测器
block,dead_brain_coral,Dead Brain Coral,失活的脑纹珊瑚
block,dead_brain_coral_block,Dead Brain Coral Block,失活的脑纹珊瑚块
block,dead_brain_coral_fan,Dead Brain Coral Fan,失活的脑纹珊瑚扇
block,dead_brain_coral_wall_fan,Dead Brain Coral Wall Fan,墙上的失活脑纹珊瑚扇
block,dead_bubble_coral,Dead Bubble Coral,失活的气泡珊瑚
block,dead_bubble_coral_block,Dead Bubble Coral Block,失活的气泡珊瑚块
block,dead_bubble_coral_fan,Dead Bubble Coral Fan,失活的气泡珊瑚扇
block,dead_bubble_coral_wall_fan,Dead Bubble Coral Wall Fan,墙上的失活气泡珊瑚扇
block,dead_bush,Dead Bush,枯萎的灌木
block,dead_fire_coral,Dead Fire Coral,失活的火珊瑚
block,dead_fire_coral_block,Dead Fire Coral Block,失活的火珊瑚块
block,dead_fire_coral_fan,Dead Fire Coral Fan,失活的火珊瑚扇
block,dead_fire_coral_wall_fan,Dead Fire Coral Wall Fan,墙上的失活火珊瑚扇
block,dead_horn_coral,Dead Horn Coral,失活的鹿角珊瑚
block,dead_horn_coral_block,Dead Horn Coral Block,失活的鹿角珊瑚块
block,dead_horn_coral_fan,Dead Horn Coral Fan,失活的鹿角珊瑚扇
block,dead_horn_coral_wall_fan,Dead Horn Coral Wall Fan,墙上的失活鹿角珊瑚扇
block,dead_tube_coral,Dead Tube Coral,失活的管珊瑚
block,dead_tube_coral_block,Dead Tube Coral Block,失活的管珊瑚块
block,dead_tube_coral_fan,Dead Tube Coral Fan,失活的管珊瑚扇
block,dead_tube_coral_wall_fan,Dead Tube Coral Wall Fan,墙上的失活管珊瑚扇
block,decorated_pot,Decorated Pot,饰纹陶罐
block,deepslate,Deepslate,深板岩
block,deepslate_brick_slab,Deepslate Brick Slab,深板岩砖台阶
block,deepslate_brick_stairs,Deepslate Brick Stairs,深板岩砖楼梯
block,deepslate_brick_wall,Deepslate Brick Wall,深板岩砖墙
block,deepslate_bricks,Deepslate Bricks,深板岩砖
block,deepslate_coal_ore,Deepslate Coal Ore,深层煤矿石
block,deepslate_copper_ore,Deepslate Copper Ore,深层铜矿石
block,deepslate_diamond_ore,Deepslate Diamond Ore,深层钻石矿石
block,deepslate_emerald_ore,Deepslate Emerald Ore,深层绿宝石矿石
block,deepslate_gold_ore,Deepslate Gold Ore,深层金矿石
block,deepslate_iron_ore,Deepslate Iron Ore,深层铁矿石
block,deepslate_lapis_ore,Deepslate Lapis Lazuli Ore,深层青金石矿石
block,deepslate_redstone_ore,Deepslate Redstone Ore,深层红石矿石
block,deepslate_tile_slab,Deepslate Tile Slab,深板岩瓦台阶
block,deepslate_tile_stairs,Deepslate Tile Stairs,深板岩瓦楼梯
block,deepslate_tile_wall,Deepslate Tile Wall,深板岩瓦墙
block,deepslate_tiles,Deepslate Tiles,深板岩瓦
block,detector_rail,Detector Rail,探测铁轨
block,diamond_block,Block of Diamond,钻石块
block,diamond_ore,Diamond Ore,钻石矿石
block,diorite,Diorite,闪长岩
block,diorite_slab,Diorite Slab,闪长岩台阶
block,diorite_stairs,Diorite Stairs,闪长岩楼梯
block,diorite_wall,Diorite Wall,闪长岩墙
block,dirt,Dirt,泥土
block,dirt_path,Dirt Path,土径
block,dispenser,Dispenser,发射器
block,dragon_egg,Dragon Egg,龙蛋
block,dragon_head,Dragon Head,龙首
block,dragon_wall_head,Dragon Wall Head,墙上的龙首
block,dried_ghast,Dried Ghast,失水恶魂
block,dried_kelp_block,Dried Kelp Block,干海带块
block,dripstone_block,Dripstone Block,滴水石块
block,dropper,Dropper,投掷器
block,emerald_block,Block of Emerald,绿宝石块
block,emerald_ore,Emerald Ore,绿宝石矿石
block,enchanting_table,Enchanting Table,附魔台
block,end_gateway,End Gateway,末地折跃门
block,end_portal,End Portal,末地传送门
block,end_portal_frame,End Portal Frame,末地传送门框架
block,end_rod,End Rod,末地烛
block,end_stone,End Stone,末地石
block,end_stone_brick_slab,End Stone Brick Slab,末地石砖台阶
block,end_stone_brick_stairs,End Stone Brick Stairs,末地石砖楼梯
block,end_stone_brick_wall,End Stone Brick Wall,末地石砖墙
block,end_stone_bricks,End Stone Bricks,末地石砖
block,ender_chest,Ender Chest,末影箱
block,exposed_chiseled_copper,Exposed Chiseled Copper,斑驳的雕纹铜块
block,exposed_copper,Exposed Copper,斑驳的铜块
block,exposed_copper_bulb,Exposed Copper Bulb,斑驳的铜灯
block,exposed_copper_door,Exposed Copper Door,斑驳的铜门
block,exposed_copper_grate,Exposed Copper Grate,斑驳的铜格栅
block,exposed_copper_trapdoor,Exposed Copper Trapdoor,斑驳的铜活板门
block,exposed_cut_copper,Exposed Cut Copper,斑驳的切制铜块
block,exposed_cut_copper_slab,Exposed Cut Copper Slab,斑驳的切制铜台阶
block,exposed_cut_copper_stairs,Exposed Cut Copper Stairs,斑驳的切制铜楼梯
block,farmland,Farmland,耕地
block,fern,Fern,蕨
block,fire,Fire,火
block,fire_coral,Fire Coral,火珊瑚
block,fire_coral_block,Fire Coral Block,火珊瑚块
block,fire_coral_fan,Fire Coral Fan,火珊瑚扇
block,fire_coral_wall_fan,Fire Coral Wall Fan,墙上的火珊瑚扇
block,firefly_bush,Firefly Bush,萤火虫灌木丛
block,fletching_table,Fletching Table,制箭台
block,flower_pot,Flower Pot,花盆
block,flowering_azalea,Flowering Azalea,盛开的杜鹃花丛
block,flowering_azalea_leaves,Flowering Azalea Leaves,盛开的杜鹃树叶
block,frogspawn,Frogspawn,青蛙卵
block,frosted_ice,Frosted Ice,霜冰
block,furnace,Furnace,熔炉
block,gilded_blackstone,Gilded Blackstone,镶金黑石
block,glass,Glass,玻璃
block,glass_pane,Glass Pane,玻璃板
block,glow_lichen,Glow Lichen,发光地衣
block,glowstone,Glowstone,荧石
block,gold_block,Block of Gold,金块
block,gold_ore,Gold Ore,金矿石
block,granite,Granite,花岗岩
block,granite_slab,Granite Slab,花岗岩台阶
block,granite_stairs,Granite Stairs,花岗岩楼梯
block,granite_wall,Granite Wall,花岗岩墙
block,grass,Grass,草
block,grass_block,Grass Block,草方块
block,gravel,Gravel,沙砾
block,gray_banner,Gray Banner,灰色旗帜
block,gray_bed,Gray Bed,灰色床
block,gray_candle,Gray Candle,灰色蜡烛
block,gray_candle_cake,Cake with Gray Candle,插上灰色蜡烛的蛋糕
block,gray_carpet,Gray Carpet,灰色地毯
block,gray_concrete,Gray Concrete,灰色混凝土
block,gray_concrete_powder,Gray Concrete Powder,灰色混凝土粉末
block,gray_glazed_terracotta,Gray Glazed Terracotta,灰色带釉陶瓦
block,gray_shulker_box,Gray Shulker Box,灰色潜影盒
block,gray_stained_glass,Gray Stained Glass,灰色染色玻璃
block,gray_stained_glass_pane,Gray Stained Glass Pane,灰色染色玻璃板
block,gray_terracotta,Gray Terracotta,灰色陶瓦
block,gray_wool,Gray Wool,灰色羊毛
block,green_banner,Green Banner,绿色旗帜
block,green_bed,Green Bed,绿色床
block,green_candle,Green Candle,绿色蜡烛
block,green_candle_cake,Cake with Green Candle,插上绿色蜡烛的蛋糕
block,green_carpet,Green Carpet,绿色地毯
block,green_concrete,Green Concrete,绿色混凝土
block,green_concrete_powder,Green Concrete Powder,绿色混凝土粉末
block,green_glazed_terracotta,Green Glazed Terracotta,绿色带釉陶瓦
block,green_shulker_box,Green Shulker Box,绿色潜影盒
block,green_stained_glass,Green Stained Glass,绿色染色玻璃
block,green_stained_glass_pane,Green Stained Glass Pane,绿色染色玻璃板
block,green_terracotta,Green Terracotta,绿色陶瓦
block,green_wool,Green Wool,绿色羊毛
block,grindstone,Grindstone,砂轮
block,hanging_roots,Hanging Roots,垂根
block,hay_block,Hay Bale,干草捆
block,heavy_core,Heavy Core,沉重核心
block,heavy_weighted_pressure_plate,Heavy Weighted Pressure Plate,重质测重压力板
block,honey_block,Honey Block,蜂蜜块
block,honeycomb_block,Honeycomb Block,蜜脾块
block,hopper,Hopper,漏斗
block,horn_coral,Horn Coral,鹿角珊瑚
block,horn_coral_block,Horn Coral Block,鹿角珊瑚块
block,horn_coral_fan,Horn Coral Fan,鹿角珊瑚扇
block,horn_coral_wall_fan,Horn Coral Wall Fan,墙上的鹿角珊瑚扇
block,ice,Ice,冰
block,infested_chiseled_stone_bricks,Infested Chiseled Stone Bricks,虫蚀雕纹石砖
block,infested_cobblestone,Infested Cobblestone,虫蚀圆石
block,infested_cracked_stone_bricks,Infested Cracked Stone Bricks,虫蚀裂纹石砖
block,infested_deepslate,Infested Deepslate,虫蚀深板岩
block,infested_mossy_stone_bricks,Infested Mossy Stone Bricks,虫蚀苔石砖
block,infested_stone,Infested Stone,虫蚀石头
block,infested_stone_bricks,Infested Stone Bricks,虫蚀石砖
block,iron_bars,Iron Bars,铁栏杆
block,iron_block,Block of Iron,铁块
block,iron_door,Iron Door,铁门
block,iron_ore,Iron Ore,铁矿石
block,iron_trapdoor,Iron Trapdoor,铁活板门
block,jack_o_lantern,Jack o'Lantern,南瓜灯
block,jigsaw,Jigsaw Block,拼图方块
block,jukebox,Jukebox,唱片机
block,jungle_button,Jungle Button,丛林木按钮
block,jungle_door,Jungle Door,丛林木门
block,jungle_fence,Jungle Fence,丛林木栅栏
block,jungle_fence_gate,Jungle Fence Gate,丛林木栅栏门
block,jungle_hanging_sign,Jungle Hanging Sign,悬挂式丛林木告示牌
block,jungle_leaves,Jungle Leaves,丛林树叶
block,jungle_log,Jungle Log,丛林原木
block,jungle_planks,Jungle Planks,丛林木板
block,jungle_pressure_plate,Jungle Pressure Plate,丛林木压力板
block,jungle_sapling,Jungle Sapling,丛林树苗
block,jungle_sign,Jungle Sign,丛林木告示牌
block,jungle_slab,Jungle Slab,丛林木台阶
block,jungle_stairs,Jungle Stairs,丛林木楼梯
block,jungle_trapdoor,Jungle Trapdoor,丛林木活板门
block,jungle_wall_hanging_sign,Jungle Wall Hanging Sign,墙上的悬挂式丛林木告示牌
block,jungle_wall_sign,Jungle Wall Sign,墙上的丛林木告示牌
block,jungle_wood,Jungle Wood,丛林木
block,kelp,Kelp,海带
block,kelp_plant,Kelp Plant,海带植株
block,ladder,Ladder,梯子
block,lantern,Lantern,灯笼
block,lapis_block,Block of Lapis Lazuli,青金石块
block,lapis_ore,Lapis Lazuli Ore,青金石矿石
block,large_amethyst_bud,Large Amethyst Bud,大型紫晶芽
block,large_fern,Large Fern,大型蕨
block,lava,Lava,熔岩
block,lava_cauldron,Lava Cauldron,装有熔岩的炼药锅
block,leaf_litter,Leaf Litter,枯叶
block,lectern,Lectern,讲台
block,lever,Lever,拉杆
block,light,Light,光源方块
block,light_blue_banner,Light Blue Banner,淡蓝色旗帜
block,light_blue_bed,Light Blue Bed,淡蓝色床
block,light_blue_candle,Light Blue Candle,淡蓝色蜡烛
block,light_blue_candle_cake,Cake with Light Blue Candle,插上淡蓝色蜡烛的蛋糕
block,light_blue_carpet,Light Blue Carpet,淡蓝色地毯
block,light_blue_concrete,Light Blue Concrete,淡蓝色混凝土
block,light_blue_concrete_powder,Light Blue Concrete Powder,淡蓝色混凝土粉末
block,light_blue_glazed_terracotta,Light Blue Glazed Terracotta,淡蓝色带釉陶瓦
block,light_blue_shulker_box,Light Blue Shulker Box,淡蓝色潜影盒
block,light_blue_stained_glass,Light Blue Stained Glass,淡蓝色染色玻璃
block,light_blue_stained_glass_pane,Light Blue Stained Glass Pane,淡蓝色染色玻璃板
block,light_blue_terracotta,Light Blue Terracotta,淡蓝色陶瓦
block,light_blue_wool,Light Blue Wool,淡蓝色羊毛
block,light_gray_banner,Light Gray Banner,淡灰色旗帜
block,light_gray_bed,Light Gray Bed,淡灰色床
block,light_gray_candle,Light Gray Candle,淡灰色蜡烛
block,light_gray_candle_cake,Cake with Light Gray Candle,插上淡灰色蜡烛的蛋糕
block,light_gray_carpet,Light Gray Carpet,淡灰色地毯
block,light_gray_concrete,Light Gray Concrete,淡灰色混凝土
block,light_gray_concrete_powder,Light Gray Concrete Powder,淡灰色混凝土粉末
block,light_gray_glazed_terracotta,Light Gray Glazed Terracotta,淡灰色带釉陶瓦
block,light_gray_shulker_box,Light Gray Shulker Box,淡灰色潜影盒
block,light_gray_stained_glass,Light Gray Stained Glass,淡灰色染色玻璃
block,light_gray_stained_glass_pane,Light Gray Stained Glass Pane,淡灰色染色玻璃板
block,light_gray_terracotta,Light Gray Terracotta,淡灰色陶瓦
block,light_gray_wool,Light Gray Wool,淡灰色羊毛
block,light_weighted_pressure_plate,Light Weighted Pressure Plate,轻质测重压力板
block,lightning_rod,Lightning Rod,避雷针
block,lilac,Lilac,丁香
block,lily_of_the_valley,Lily of the Valley,铃兰
block,lily_pad,Lily Pad,睡莲
block,lime_banner,Lime Banner,黄绿色旗帜
block,lime_bed,Lime Bed,黄绿色床
block,lime_candle,Lime Candle,黄绿色蜡烛
block,lime_candle_cake,Cake with Lime Candle,插上黄绿色蜡烛的蛋糕
block,lime_carpet,Lime Carpet,黄绿色地毯
block,lime_concrete,Lime Concrete,黄绿色混凝土
block,lime_concrete_powder,Lime Concrete Powder,黄绿色混凝土粉末
block,lime_glazed_terracotta,Lime Glazed Terracotta,黄绿色带釉陶瓦
block,lime_shulker_box,Lime Shulker Box,黄绿色潜影盒
block,lime_stained_glass,Lime Stained Glass,黄绿色染色玻璃
block,lime_stained_glass_pane,Lime Stained Glass Pane,黄绿色染色玻璃板
block,lime_terracotta,Lime Terracotta,黄绿色陶瓦
block,lime_wool,Lime Wool,黄绿色羊毛
block,lodestone,Lodestone,磁石
block,loom,Loom,织布机
block,magenta_banner,Magenta Banner,品红色旗帜
block,magenta_bed,Magenta Bed,品红色床
block,magenta_candle,Magenta Candle,品红色蜡烛
block,magenta_candle_cake,Cake with Magenta Candle,插上品红色蜡烛的蛋糕
block,magenta_carpet,Magenta Carpet,品红色地毯
block,magenta_concrete,Magenta Concrete,品红色混凝土
block,magenta_concrete_powder,Magenta Concrete Powder,品红色混凝土粉末
block,magenta_glazed_terracotta,Magenta Glazed Terracotta,品红色带釉陶瓦
block,magenta_shulker_box,Magenta Shulker Box,品红色潜影盒
block,magenta_stained_glass,Magenta Stained Glass,品红色染色玻璃
block,magenta_stained_glass_pane,Magenta Stained Glass Pane,品红色染色玻璃板
block,magenta_terracotta,Magenta Terracotta,品红色陶瓦
block,magenta_wool,Magenta Wool,品红色羊毛
block,magma_block,Magma Block,岩浆块
block,mangrove_button,Mangrove Button,红树木按钮
block,mangrove_door,Mangrove Door,红树木门
block,mangrove_fence,Mangrove Fence,红树木栅栏
block,mangrove_fence_gate,Mangrove Fence Gate,红树木栅栏门
block,mangrove_hanging_sign,Mangrove Hanging Sign,悬挂式红树木告示牌
block,mangrove_leaves,Mangrove Leaves,红树树叶
block,mangrove_log,Mangrove Log,红树原木
block,mangrove_planks,Mangrove Planks,红树木板
block,mangrove_pressure_plate,Mangrove Pressure Plate,红树木压力板
block,mangrove_propagule,Mangrove Propagule,红树胎生苗
block,mangrove_roots,Mangrove Roots,红树根
block,mangrove_sign,Mangrove Sign,红树木告示牌
block,mangrove_slab,Mangrove Slab,红树木台阶
block,mangrove_stairs,Mangrove Stairs,红树木楼梯
block,mangrove_trapdoor,Mangrove Trapdoor,红树木活板门
block,mangrove_wall_hanging_sign,Mangrove Wall Hanging Sign,墙上的悬挂式红树木告示牌
block,mangrove_wall_sign,Mangrove Wall Sign,墙上的红树木告示牌
block,mangrove_wood,Mangrove Wood,红树木
block,medium_amethyst_bud,Medium Amethyst Bud,中型紫晶芽
block,melon,Melon,西瓜
block,melon_stem,Melon Stem,西瓜茎
block,moss_block,Moss Block,苔藓块
block,moss_carpet,Moss Carpet,覆地苔藓
block,mossy_cobblestone,Mossy Cobblestone,苔石
block,mossy_cobblestone_slab,Mossy Cobblestone Slab,苔石台阶
block,mossy_cobblestone_stairs,Mossy Cobblestone Stairs,苔石楼梯
block,mossy_cobblestone_wall,Mossy Cobblestone Wall,苔石墙
block,mossy_stone_brick_slab,Mossy Stone Brick Slab,苔石砖台阶
block,mossy_stone_brick_stairs,Mossy Stone Brick Stairs,苔石砖楼梯
block,mossy_stone_brick_wall,Mossy Stone Brick Wall,苔石砖墙
block,mossy_stone_bricks,Mossy Stone Bricks,苔石砖
block,moving_piston,Moving Piston,移动的活塞
block,mud,Mud,泥巴
block,mud_brick_slab,Mud Brick Slab,泥砖台阶
block,mud_brick_stairs,Mud Brick Stairs,泥砖楼梯
block,mud_brick_wall,Mud Brick Wall,泥砖墙
block,mud_bricks,Mud Bricks,泥砖
block,muddy_mangrove_roots,Muddy Mangrove Roots,沾泥的红树根
block,mushroom_stem,Mushroom Stem,蘑菇柄
block,mycelium,Mycelium,菌丝体
block,nether_brick_fence,Nether Brick Fence,下界砖栅栏
block,nether_brick_slab,Nether Brick Slab,下界砖台阶
block,nether_brick_stairs,Nether Brick Stairs,下界砖楼梯
block,nether_brick_wall,Nether Brick Wall,下界砖墙
block,nether_bricks,Nether Bricks,下界砖块
block,nether_gold_ore,Nether Gold Ore,下界金矿石
block,nether_portal,Nether Portal,下界传送门
block,nether_quartz_ore,Nether Quartz Ore,下界石英矿石
block,nether_sprouts,Nether Sprouts,下界苗
block,nether_wart,Nether Wart,下界疣
block,nether_wart_block,Nether Wart Block,下界疣块
block,netherite_block,Block of Netherite,下界合金块
block,netherrack,Netherrack,下界岩
block,note_block,Note Block,音符盒
block,oak_button,Oak Button,橡木按钮
block,oak_door,Oak Door,橡木门
block,oak_fence,Oak Fence,橡木栅栏
block,oak_fence_gate,Oak Fence Gate,橡木栅栏门
block,oak_hanging_sign,Oak Hanging Sign,悬挂式橡木告示牌
block,oak_leaves,Oak Leaves,橡树树叶
block,oak_log,Oak Log,橡木原木
block,oak_planks,Oak Planks,橡木木板
block,oak_pressure_plate,Oak Pressure Plate,橡木压力板
block,oak_sapling,Oak Sapling,橡树树苗
block,oak_sign,Oak Sign,橡木告示牌
block,oak_slab,Oak Slab,橡木台阶
block,oak_stairs,Oak Stairs,橡木楼梯
block,oak_trapdoor,Oak Trapdoor,橡木活板门
block,oak_wall_hanging_sign,Oak Wall Hanging Sign,墙上的悬挂式橡木告示牌
block,oak_wall_sign,Oak Wall Sign,墙上的橡木告示牌
block,oak_wood,Oak Wood,橡木
block,observer,Observer,侦测器
block,obsidian,Obsidian,黑曜石
block,ochre_froglight,Ochre Froglight,赭黄蛙明灯
block,ominous_banner,Ominous Banner,不祥旗帜
block,open_eyeblossom,Open Eyeblossom,张开的眼眸花
block,orange_banner,Orange Banner,橙色旗帜
block,orange_bed,Orange Bed,橙色床
block,orange_candle,Orange Candle,橙色蜡烛
block,orange_candle_cake,Cake with Orange Candle,插上橙色蜡烛的蛋糕
block,orange_carpet,Orange Carpet,橙色地毯
block,orange_concrete,Orange Concrete,橙色混凝土
block,orange_concrete_powder,Orange Concrete Powder,橙色混凝土粉末
block,orange_glazed_terracotta,Orange Glazed Terracotta,橙色带釉陶瓦
block,orange_shulker_box,Orange Shulker Box,橙色潜影盒
block,orange_stained_glass,Orange Stained Glass,橙色染色玻璃
block,orange_stained_glass_pane,Orange Stained Glass Pane,橙色染色玻璃板
block,orange_terracotta,Orange Terracotta,橙色陶瓦
block,orange_tulip,Orange Tulip,橙色郁金香
block,orange_wool,Orange Wool,橙色羊毛
block,oxeye_daisy,Oxeye Daisy,滨菊
block,oxidized_chiseled_copper,Oxidized Chiseled Copper,氧化的雕纹铜块
block,oxidized_copper,Oxidized Copper,氧化的铜块
block,oxidized_copper_bulb,Oxidized Copper Bulb,氧化的铜灯
block,oxidized_copper_door,Oxidized Copper Door,氧化的铜门
block,oxidized_copper_grate,Oxidized Copper Grate,氧化的铜格栅
block,oxidized_copper_trapdoor,Oxidized Copper Trapdoor,氧化的铜活板门
block,oxidized_cut_copper,Oxidized Cut Copper,氧化的切制铜块
block,oxidized_cut_copper_slab,Oxidized Cut Copper Slab,氧化的切制铜台阶
block,oxidized_cut_copper_stairs,Oxidized Cut Copper Stairs,氧化的切制铜楼梯
block,packed_ice,Packed Ice,浮冰
block,packed_mud,Packed Mud,泥坯
block,pale_hanging_moss,Pale Hanging Moss,苍白垂须
block,pale_moss_block,Pale Moss Block,苍白苔藓块
block,pale_moss_carpet,Pale Moss Carpet,苍白覆地苔藓
block,pale_oak_button,Pale Oak Button,苍白橡木按钮
block,pale_oak_door,Pale Oak Door,苍白橡木门
block,pale_oak_fence,Pale Oak Fence,苍白橡木栅栏
block,pale_oak_fence_gate,Pale Oak Fence Gate,苍白橡木栅栏门
block,pale_oak_hanging_sign,Pale Oak Hanging Sign,悬挂式苍白橡木告示牌
block,pale_oak_leaves,Pale Oak Leaves,苍白橡树树叶
block,pale_oak_log,Pale Oak Log,苍白橡木原木
block,pale_oak_planks,Pale Oak Planks,苍白橡木木板
block,pale_oak_pressure_plate,Pale Oak Pressure Plate,苍白橡木压力板
block,pale_oak_sapling,Pale Oak Sapling,苍白橡树树苗
block,pale_oak_sign,Pale Oak Sign,苍白橡木告示牌
block,pale_oak_slab,Pale Oak Slab,苍白橡木台阶
block,pale_oak_stairs,Pale Oak Stairs,苍白橡木楼梯
block,pale_oak_trapdoor,Pale Oak Trapdoor,苍白橡木活板门
block,pale_oak_wall_hanging_sign,Pale Oak Wall Hanging Sign,墙上的悬挂式苍白橡木告示牌
block,pale_oak_wall_sign,Pale Oak Wall Sign,墙上的苍白橡木告示牌
block,pale_oak_wood,Pale Oak Wood,苍白橡木
block,pearlescent_froglight,Pearlescent Froglight,珠光蛙明灯
block,peony,Peony,牡丹
block,petrified_oak_slab,Petrified Oak Slab,石化橡木台阶
block,piglin_head,Piglin Head,猪灵的头
block,piglin_wall_head,Piglin Wall Head,墙上的猪灵的头
block,pink_banner,Pink Banner,粉红色旗帜
block,pink_bed,Pink Bed,粉红色床
block,pink_candle,Pink Candle,粉红色蜡烛
block,pink_candle_cake,Cake with Pink Candle,插上粉红色蜡烛的蛋糕
block,pink_carpet,Pink Carpet,粉红色地毯
block,pink_concrete,Pink Concrete,粉红色混凝土
block,pink_concrete_powder,Pink Concrete Powder,粉红色混凝土粉末
block,pink_glazed_terracotta,Pink Glazed Terracotta,粉红色带釉陶瓦
block,pink_petals,Pink Petals,粉红色花簇
block,pink_shulker_box,Pink Shulker Box,粉红色潜影盒
block,pink_stained_glass,Pink Stained Glass,粉红色染色玻璃
block,pink_stained_glass_pane,Pink Stained Glass Pane,粉红色染色玻璃板
block,pink_terracotta,Pink Terracotta,粉红色陶瓦
block,pink_tulip,Pink Tulip,粉红色郁金香
block,pink_wool,Pink Wool,粉红色羊毛
block,piston,Piston,活塞
block,piston_head,Piston Head,活塞头
block,pitcher_crop,Pitcher Crop,瓶子草植株
block,pitcher_plant,Pitcher Plant,瓶子草
block,player_head,Player Head,玩家的头
block,player_head.named,%s's Head,%s的头
block,player_wall_head,Player Wall Head,墙上的玩家的头
block,podzol,Podzol,灰化土
block,pointed_dripstone,Pointed Dripstone,滴水石锥
block,polished_andesite,Polished Andesite,磨制安山岩
block,polished_andesite_slab,Polished Andesite Slab,磨制安山岩台阶
